ContentID,PetTypeCode,PetAllowedInfo,PetRequirement,SafetyNotice,PetFacility,PetSupplies,PetPurchasable,PetRentable,EtcPetInfo
2725982,일부구역 동반가능,9kg 이하 동반 가능,목줄 착용,,펫룸,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3469422,일부구역 동반가능,,,,,,,,
4011564,전구역 동반가능,,,,,,,,
4012675,전구역 동반가능,,,,,,,,
3306736,전구역 동반가능,,,,,,,,
3305436,전구역 동반가능,,,,,,,,
3305846,전구역 동반가능,,,,,,,,
3438659,전구역 동반가능,시각 장애인 안내견,목줄 착용,,,,,,
2925119,전구역 동반가능,,,,,,,,
4009611,전구역 동반가능,,,,,,,,
2726420,전구역 동반가능,전 견종 동반 가능,목줄 착용,전 견종 동반 가능,,,,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수"
4008009,전구역 동반가능,,,,,,,,
4009129,전구역 동반가능,,,,,,,,
4012587,전구역 동반가능,,,,,,,,
2914777,전구역 동반가능,,,,,,,,
4011893,전구역 동반가능,,,,,,,,
4012512,전구역 동반가능,,,,,,,,
4012799,전구역 동반가능,,,,,,,,
2782917,일부구역 동반가능,,목줄 착용,,야외 공간,,,,"리드줄, 배변 봉투 지참 부탁 드립니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다."
2916067,전구역 동반가능,,,,,,,,
4009413,전구역 동반가능,,,,,,,,
4011336,전구역 동반가능,,,,,,,,
3533003,일부구역 동반가능,10kg 이하 반려견 한마리,,,,"펫 하우스, 펫 샴푸, 펫 타월, 펫 식기, 배변패드",,,
4012879,전구역 동반가능,,,,,,,,
4012063,전구역 동반가능,,,,,,,,
2930403,전구역 동반가능,,,,,,,,
4011321,전구역 동반가능,,,,,,,,
3306469,전구역 동반가능,,,,,,,,
1607440,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2606117,일부구역 동반가능,동물 등록 완료한 전 견종 동반 가능,"입마개 착용,목줄 착용",,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4013178,전구역 동반가능,,,,,,,,
4027168,전구역 동반가능,,,,,,,,
2925042,전구역 동반가능,,,,,,,,
2910205,전구역 동반가능,,,,,,,,
2912754,전구역 동반가능,,,,,,,,
3305368,전구역 동반가능,,,,,,,,
2931664,전구역 동반가능,,,,,,,,
2925261,전구역 동반가능,,,,,,,,
2931807,전구역 동반가능,,,,,,,,
2930804,전구역 동반가능,,,,,,,,
2924212,전구역 동반가능,,,,,,,,
3306069,전구역 동반가능,,,,,,,,
2909687,전구역 동반가능,,,,,,,,
4008050,전구역 동반가능,,,,,,,,
2926600,전구역 동반가능,,,,,,,,
2910238,전구역 동반가능,,,,,,,,
4008862,전구역 동반가능,,,,,,,,
3306076,전구역 동반가능,,,,,,,,
2903050,전구역 동반가능,,,,,,,,
2902471,전구역 동반가능,,,,,,,,
2910429,전구역 동반가능,,,,,,,,
4010529,전구역 동반가능,,,,,,,,
2906156,전구역 동반가능,,,,,,,,
4011880,전구역 동반가능,,,,,,,,
3305654,전구역 동반가능,,,,,,,,
2911170,전구역 동반가능,,,,,,,,
4012268,전구역 동반가능,,,,,,,,
4012596,전구역 동반가능,,,,,,,,
2910285,전구역 동반가능,,,,,,,,
2906139,전구역 동반가능,,,,,,,,
2926390,전구역 동반가능,,,,,,,,
3306159,전구역 동반가능,,,,,,,,
2757116,일부구역 동반가능,소형견 (5kg 이하) 1마리,목줄 착용,,"바비큐, 샤워장, 개수대, 탈의실",,,,"물놀이를 많이 하는 상류에서는 강아지 입수 금지(하류 이용) / 소형견(5kg이하) 1마리만 가능 (사이트 안에서 나오지 않게 관리 필수) / 캠핑장 내 이동 시에는 반드시 안고 이동하거나 리드줄을 짧게 하여 이동해야 합니다. / 배변 패드 필수, 야외 배변 처리 깔끔하게 부탁 드립니다. / 사람이 많지 않을 경우 민박마당, 놀이존 이용 가능
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다."
4011786,전구역 동반가능,,,,,,,,
129699,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3352037,전구역 동반가능,,,,,,,,
3533113,일부구역 동반가능,"8kg 미만의 중, 소형견",,"다른 손님이 있을 때는
마당에서 목줄 착용",,주인이 직접 준비,,,"(배변 패드, 물티슈)주인이 직접 준비
남아 매너 벨트 필수"
2822473,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2931862,전구역 동반가능,,,,,,,,
4011929,전구역 동반가능,,,,,,,,
4011062,전구역 동반가능,,,,,,,,
3306383,전구역 동반가능,,,,,,,,
4011918,전구역 동반가능,,,,,,,,
2902001,전구역 동반가능,,,,,,,,
2924991,전구역 동반가능,,,,,,,,
4027118,전구역 동반가능,,,,,,,,
3536383,일부구역 동반가능,,,,,,,,
2795458,일부구역 동반가능,전 견종 동반 가능,목줄 착용,전 견종 동반 가능,,,,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수"
2795448,일부구역 동반가능,전 견종 동반 가능,목줄 착용,전 견종 동반 가능,,,,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수"
2734940,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,반려견 놀이터,,,,"- 반려견 놀이터는 동물 등록이 완료돼 있어야 입장 가능 
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2734948,전구역 동반가능,맹견 제외 동물 등록 완료한 전 견종 동반 가능,목줄 착용,"훈련사 또는 직원 상시대기, 이용방법 및 규칙비치","펜스, 안전문, 식수대",,,,배변봉투 지참 및 배변처리 필수
1871383,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3469412,일부구역 동반가능,,,,,,,,
129400,일부구역 동반가능,전 견종 동반 가능,목줄 착용,이용방법 및 규칙 비치,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
126894,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4011243,전구역 동반가능,,,,,,,,
4012709,전구역 동반가능,,,,,,,,
529493,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 전시관 내부는 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
231895,일부구역 동반가능,전 견종 동반 가능,목줄 착용,전 견종 동반 가능,,,,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수"
228863,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4026669,전구역 동반가능,,,,,,,,
4012647,전구역 동반가능,,,,,,,,
4011270,전구역 동반가능,,,,,,,,
2907781,전구역 동반가능,,,,,,,,
4011085,전구역 동반가능,,,,,,,,
2910646,전구역 동반가능,,,,,,,,
4011021,전구역 동반가능,,,,,,,,
2895198,전구역 동반가능,,,,,,,,
4011551,전구역 동반가능,,,,,,,,
2905172,전구역 동반가능,,,,,,,,
3305367,전구역 동반가능,,,,,,,,
2924853,전구역 동반가능,,,,,,,,
3307050,전구역 동반가능,,,,,,,,
4027253,전구역 동반가능,,,,,,,,
2910209,전구역 동반가능,,,,,,,,
2929206,전구역 동반가능,,,,,,,,
2905367,전구역 동반가능,,,,,,,,
2916204,전구역 동반가능,,,,,,,,
3306331,전구역 동반가능,,,,,,,,
2906507,전구역 동반가능,,,,,,,,
2743322,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3544739,일부구역 동반가능,,,,,,,,
126695,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 반려견 동반 바다 입수 가능 
- 목줄 착용 후 해변가 산책 가능
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4012800,전구역 동반가능,,,,,,,,
1532338,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3532895,전구역 동반가능,,,,,,,,
2749989,일부구역 동반가능,1인 당 반려견 최대 1마리 가능,목줄 착용,,"화장실, 개수대, 샤워실, 잔디밭, 매점, 놀이터","에어컨, 식기일체, 전기밥솥, 전자레인지, 가스레인지/인덕션",,,"반려견 동반 시 사전 문의 필수입니다. / 1인 당 최대 한 마리만 동반 가능합니다. / 반려견은 리드줄 착용 시 입장 가능합니다. / 예방접종이 완료 된 반려견만 입장 가능합니다. / 맹견은 입장 불가능합니다.
*반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다."
4027151,전구역 동반가능,,,,,,,,
4012373,전구역 동반가능,,,,,,,,
4026957,전구역 동반가능,,,,,,,,
4027062,전구역 동반가능,,,,,,,,
4011298,전구역 동반가능,,,,,,,,
2909284,전구역 동반가능,,,,,,,,
3305788,전구역 동반가능,,,,,,,,
4026723,전구역 동반가능,,,,,,,,
3305926,전구역 동반가능,,,,,,,,
2670558,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2911611,전구역 동반가능,,,,,,,,
3101971,,불가,,,,,,,
3305974,전구역 동반가능,,,,,,,,
3331534,일부구역 동반가능,,,,,,,,
4013095,전구역 동반가능,,,,,,,,
4013039,전구역 동반가능,,,,,,,,
3305952,전구역 동반가능,,,,,,,,
3306042,전구역 동반가능,,,,,,,,
4011372,전구역 동반가능,,,,,,,,
2927202,전구역 동반가능,,,,,,,,
2930305,전구역 동반가능,,,,,,,,
2926741,전구역 동반가능,,,,,,,,
2894150,전구역 동반가능,,,,,,,,
2894099,전구역 동반가능,,,,,,,,
3306781,전구역 동반가능,,,,,,,,
2905360,전구역 동반가능,,,,,,,,
2894108,전구역 동반가능,,,,,,,,
4011949,전구역 동반가능,,,,,,,,
4010552,전구역 동반가능,,,,,,,,
4007996,전구역 동반가능,,,,,,,,
2894114,전구역 동반가능,,,,,,,,
4011904,전구역 동반가능,,,,,,,,
2924671,전구역 동반가능,,,,,,,,
4027296,전구역 동반가능,,,,,,,,
4027363,전구역 동반가능,,,,,,,,
2901503,전구역 동반가능,,,,,,,,
2908698,전구역 동반가능,,,,,,,,
4027317,전구역 동반가능,,,,,,,,
2905827,전구역 동반가능,,,,,,,,
2909302,전구역 동반가능,,,,,,,,
4011253,전구역 동반가능,,,,,,,,
4026580,전구역 동반가능,,,,,,,,
2914165,전구역 동반가능,,,,,,,,
2930973,전구역 동반가능,,,,,,,,
2922536,전구역 동반가능,,,,,,,,
4011370,전구역 동반가능,,,,,,,,
2912290,전구역 동반가능,,,,,,,,
2912516,전구역 동반가능,,,,,,,,
2910381,전구역 동반가능,,,,,,,,
2930436,전구역 동반가능,,,,,,,,
2909240,전구역 동반가능,,,,,,,,
2907203,전구역 동반가능,,,,,,,,
2930446,전구역 동반가능,,,,,,,,
2928840,전구역 동반가능,,,,,,,,
4011694,전구역 동반가능,,,,,,,,
2912567,전구역 동반가능,,,,,,,,
4013165,전구역 동반가능,,,,,,,,
4008858,전구역 동반가능,,,,,,,,
2911846,전구역 동반가능,,,,,,,,
4010624,전구역 동반가능,,,,,,,,
2915377,전구역 동반가능,,,,,,,,
2906408,전구역 동반가능,,,,,,,,
4013188,전구역 동반가능,,,,,,,,
2902487,전구역 동반가능,,,,,,,,
2930306,전구역 동반가능,,,,,,,,
4011874,전구역 동반가능,,,,,,,,
2927204,전구역 동반가능,,,,,,,,
2924058,전구역 동반가능,,,,,,,,
4012546,전구역 동반가능,,,,,,,,
2931350,전구역 동반가능,,,,,,,,
2914845,전구역 동반가능,,,,,,,,
4012892,전구역 동반가능,,,,,,,,
2905453,전구역 동반가능,,,,,,,,
2930798,전구역 동반가능,,,,,,,,
4010311,전구역 동반가능,,,,,,,,
2911813,전구역 동반가능,,,,,,,,
2916068,전구역 동반가능,,,,,,,,
4012572,전구역 동반가능,,,,,,,,
2918734,전구역 동반가능,,,,,,,,
2928518,전구역 동반가능,,,,,,,,
4008188,전구역 동반가능,,,,,,,,
4011443,전구역 동반가능,,,,,,,,
2914151,전구역 동반가능,,,,,,,,
3307169,전구역 동반가능,,,,,,,,
2918512,전구역 동반가능,,,,,,,,
2930809,전구역 동반가능,,,,,,,,
2900108,전구역 동반가능,,,,,,,,
4012891,전구역 동반가능,,,,,,,,
2911396,전구역 동반가능,,,,,,,,
4026583,전구역 동반가능,,,,,,,,
2931382,전구역 동반가능,,,,,,,,
2928147,전구역 동반가능,,,,,,,,
2910951,전구역 동반가능,,,,,,,,
4026976,전구역 동반가능,,,,,,,,
2909037,전구역 동반가능,,,,,,,,
2906141,전구역 동반가능,,,,,,,,
4012644,전구역 동반가능,,,,,,,,
4027391,전구역 동반가능,,,,,,,,
4009581,전구역 동반가능,,,,,,,,
4026792,전구역 동반가능,,,,,,,,
2925614,전구역 동반가능,,,,,,,,
2914012,전구역 동반가능,,,,,,,,
2906470,전구역 동반가능,,,,,,,,
4007967,전구역 동반가능,,,,,,,,
2908821,전구역 동반가능,,,,,,,,
3306686,전구역 동반가능,,,,,,,,
4012451,전구역 동반가능,,,,,,,,
4011395,전구역 동반가능,,,,,,,,
2916118,전구역 동반가능,,,,,,,,
2929745,전구역 동반가능,,,,,,,,
4008273,전구역 동반가능,,,,,,,,
4011860,전구역 동반가능,,,,,,,,
2904989,전구역 동반가능,,,,,,,,
2904075,전구역 동반가능,,,,,,,,
2930937,전구역 동반가능,,,,,,,,
2902648,전구역 동반가능,,,,,,,,
4026731,전구역 동반가능,,,,,,,,
2910064,전구역 동반가능,,,,,,,,
4009588,전구역 동반가능,,,,,,,,
3306183,전구역 동반가능,,,,,,,,
2928122,전구역 동반가능,,,,,,,,
2914157,전구역 동반가능,,,,,,,,
2903230,전구역 동반가능,,,,,,,,
2928376,전구역 동반가능,,,,,,,,
3306280,전구역 동반가능,,,,,,,,
2905502,전구역 동반가능,,,,,,,,
4013247,전구역 동반가능,,,,,,,,
4012353,전구역 동반가능,,,,,,,,
2903004,전구역 동반가능,,,,,,,,
2903135,전구역 동반가능,,,,,,,,
2901193,전구역 동반가능,,,,,,,,
4026733,전구역 동반가능,,,,,,,,
3305936,전구역 동반가능,,,,,,,,
3306018,전구역 동반가능,,,,,,,,
4027127,전구역 동반가능,,,,,,,,
4027207,전구역 동반가능,,,,,,,,
128679,전구역 동반가능,전 견종 동반 가능,목줄 착용,전 견종 동반 가능,,,,,"- 맹견의 경우, 입마개 착용 필수- 배변봉투 지참 및 배변처리 필수"
3026443,일부구역 동반가능,전 견종 동반 가능,,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2661435,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
126125,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
129501,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4013249,전구역 동반가능,,,,,,,,
125702,일부구역 동반가능,전 견종 동반 가능,"입마개 착용,목줄 착용",전 견종 동반 가능,,,,,"- 해수욕장 개장 중 D구역에서만 동반 가능- 바다 입수 불가능- 배변봉투 지참 및 배변처리 필수- 맹견의 경우, 입마개 착용 필수"
2899905,전구역 동반가능,,,,,,,,
2914240,전구역 동반가능,,,,,,,,
2927213,전구역 동반가능,,,,,,,,
2894014,전구역 동반가능,,,,,,,,
2904658,전구역 동반가능,,,,,,,,
3536590,전구역 동반가능,,,,,,,,
2755474,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2734828,일부구역 동반가능,소형견 (4kg 미만),목줄 착용,,"화장실, 개수대, 샤워실, 매점, 카페, 수영장, 트램펄린, 트레일러 / 카라반 진입",,,,"4kg 미만 소형견 동반 가능합니다. / 캠핑장 내에서는 반려견을 안고서 이동해주시기 바랍니다. / 사이트 내 리드줄과 배변 패드 필수입니다. / 반려견이 과하게 짖을 경우 별도 공간으로 격리 조치 됩니다. / 캠핑장 내 반려견은 산책 금지입니다. / 방갈로는 반려견 동반 불가합니다.
* 반려견 동반 운영 정책은 현지 사정에 따라 변동 될 수 있습니다."
4011782,전구역 동반가능,,,,,,,,
2929859,전구역 동반가능,,,,,,,,
4012755,전구역 동반가능,,,,,,,,
4012828,전구역 동반가능,,,,,,,,
128440,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
126747,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 가옥 안쪽은 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2783557,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3306605,전구역 동반가능,,,,,,,,
126738,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
128019,일부구역 동반가능,20㎏ 미만 동반 가능,"목줄 착용,반려동물 유모차 탑승,이동장(켄넬)사용",20㎏ 미만 동반 가능,투개더파크(반려견놀이터) / 반려견 동반 가능 객실 / 펫 프렌들리 레스토랑 및 카페 등,,,,투개더파크(반려견놀이터)는 15㎏ 미만 반려견에 한하여 입장 가능※ 무인·무료·자율 이용시설
4008101,전구역 동반가능,,,,,,,,
4008102,전구역 동반가능,,,,,,,,
129489,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 실내 시설은 동반 불가
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2742172,전구역 동반가능,맹견 제외 전 견종 동반 가능,목줄 착용,,,,,,배변봉투 지참 및 배변처리 필수
4013006,전구역 동반가능,,,,,,,,
2647847,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 매장별 정책이 상이하므로 개별 문의 필요
- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
3306622,전구역 동반가능,,,,,,,,
4011215,전구역 동반가능,,,,,,,,
2904771,전구역 동반가능,,,,,,,,
2923219,전구역 동반가능,,,,,,,,
4013186,전구역 동반가능,,,,,,,,
4012057,전구역 동반가능,,,,,,,,
4027019,전구역 동반가능,,,,,,,,
2928860,전구역 동반가능,,,,,,,,
3307586,전구역 동반가능,,,,,,,,
4008787,전구역 동반가능,,,,,,,,
4012890,전구역 동반가능,,,,,,,,
4009589,전구역 동반가능,,,,,,,,
2923398,전구역 동반가능,,,,,,,,
4011630,전구역 동반가능,,,,,,,,
2929487,전구역 동반가능,,,,,,,,
2923730,전구역 동반가능,,,,,,,,
2926692,전구역 동반가능,,,,,,,,
2923945,전구역 동반가능,,,,,,,,
4011750,전구역 동반가능,,,,,,,,
2906644,전구역 동반가능,,,,,,,,
2893644,전구역 동반가능,,,,,,,,
4008184,전구역 동반가능,,,,,,,,
2902941,전구역 동반가능,,,,,,,,
4027353,전구역 동반가능,,,,,,,,
2927067,전구역 동반가능,,,,,,,,
4012239,전구역 동반가능,,,,,,,,
2904218,전구역 동반가능,,,,,,,,
2924692,전구역 동반가능,,,,,,,,
2931803,전구역 동반가능,,,,,,,,
4013206,전구역 동반가능,,,,,,,,
4012029,전구역 동반가능,,,,,,,,
2611135,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4011428,전구역 동반가능,,,,,,,,
4026714,전구역 동반가능,,,,,,,,
3307692,전구역 동반가능,,,,,,,,
2923834,전구역 동반가능,,,,,,,,
2929277,전구역 동반가능,,,,,,,,
2930407,전구역 동반가능,,,,,,,,
2923886,전구역 동반가능,,,,,,,,
2910905,전구역 동반가능,,,,,,,,
2910216,전구역 동반가능,,,,,,,,
4008008,전구역 동반가능,,,,,,,,
4013154,전구역 동반가능,,,,,,,,
2914977,전구역 동반가능,,,,,,,,
